run_id,model,text_cfg,audio_cfg,video_cfg,d_model,num_experts,tfe_dim,afe_dim,vfe_dim,best_epoch,best_dev_f1,test_acc,test_f1,elapsed_sec,text_backbone,audio_backbone,video_backbone,text_cfg_only,audio_cfg_only,video_cfg_only,text_backbone_label,audio_backbone_label,video_backbone_label,model_label
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,768,1024,2048,5,0.5541,0.6226,0.5889,544.6,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,768,1024,2048,5,0.5575,0.6172,0.5819,407.8,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,768,1024,2048,4,0.4659,0.5295,0.4811,936.3,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,768,1024,2048,5,0.4751,0.5307,0.502,755.1,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,768,1024,2048,6,0.5081,0.5648,0.5316,413.5,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,768,1024,2048,10,0.5101,0.5295,0.5161,467.3,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,768,1024,2048,7,0.5145,0.5801,0.5431,618.5,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant3,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,768,1024,2048,3,0.5212,0.5724,0.5368,353.2,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,5,0.5025,0.5498,0.5142,1004.6,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,4,0.5203,0.5605,0.5364,685.7,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,7,0.5362,0.5874,0.5579,460.4,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,8,0.5336,0.5544,0.5423,421.4,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,6,0.5244,0.5851,0.5576,575.9,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,6,0.5273,0.5724,0.5524,437.6,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant3,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,1024,1024,2048,3,0.4372,0.531,0.4632,876.2,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant3,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,1024,1024,2048,6,0.5229,0.5525,0.5308,799.0,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant3,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,1024,1024,2048,5,0.5235,0.5663,0.5368,388.5,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant3,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,1024,1024,2048,4,0.5096,0.5789,0.5323,360.6,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant3,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,1024,1024,2048,7,0.5117,0.5579,0.5295,633.9,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant3,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,1024,1024,2048,11,0.5204,0.518,0.5121,598.4,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,4,0.423,0.5157,0.464,931.6,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,13,0.4309,0.4295,0.4245,1161.8,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,4,0.4508,0.4966,0.4682,363.1,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,3,0.4509,0.5245,0.4757,290.2,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,6,0.4461,0.4908,0.4559,609.7,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,5,0.4335,0.4912,0.4574,439.5,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d1024_e16,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,1024,16,1024,1024,1792,2,0.4356,0.5103,0.451,808.9,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d1024_e8,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,1024,8,1024,1024,1792,4,0.4348,0.5042,0.4665,699.8,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d256_e16,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,256,16,1024,1024,1792,10,0.4551,0.487,0.4477,541.9,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d256_e8,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,256,8,1024,1024,1792,8,0.4465,0.487,0.4646,421.0,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d512_e16,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,512,16,1024,1024,1792,5,0.4435,0.4943,0.4593,573.3,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d512_e8,variant3,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,512,8,1024,1024,1792,8,0.445,0.4778,0.4488,529.4,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,17,0.3014,0.333,0.3205,1743.0,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,17,0.3248,0.3866,0.3637,1322.6,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,12,0.3319,0.3831,0.3307,576.9,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,15,0.3387,0.3747,0.3426,628.3,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,23,0.3133,0.3563,0.3426,1081.0,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,10,0.3238,0.3751,0.3478,539.8,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant3,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,1024,1024,2048,13,0.4413,0.4433,0.4284,1556.9,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant3,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,1024,1024,2048,4,0.434,0.4808,0.4548,704.3,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant3,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,1024,1024,2048,5,0.4538,0.5429,0.4898,389.6,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant3,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,1024,1024,2048,6,0.4528,0.5142,0.4781,391.9,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant3,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,1024,1024,2048,6,0.4429,0.5061,0.4648,607.9,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant3,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,1024,1024,2048,5,0.4433,0.5146,0.4795,410.2,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,3,0.4447,0.5073,0.4657,867.2,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,7,0.4982,0.4973,0.4908,849.9,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,6,0.4933,0.5375,0.5183,418.5,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,6,0.4888,0.5379,0.508,381.2,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,4,0.4939,0.551,0.5235,511.1,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,5,0.4893,0.5421,0.5015,410.6,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,5,0.5558,0.6149,0.5947,1004.1,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,6,0.5569,0.5958,0.5808,790.9,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,6,0.5751,0.6387,0.6208,418.2,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,7,0.583,0.5981,0.5902,415.4,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,7,0.5764,0.6115,0.5945,639.5,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,6,0.5719,0.613,0.6049,445.0,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant3,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,9,0.5294,0.5467,0.5397,1252.4,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant3,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,22,0.5278,0.551,0.5307,1507.4,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant3,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,6,0.5659,0.6084,0.5721,413.1,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant3,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,7,0.5529,0.5973,0.5577,410.1,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant3,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,4,0.5138,0.5958,0.5415,507.8,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant3_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant3,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,7,0.528,0.5816,0.5519,470.8,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Hierarchical MoE
variant4_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant4,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,768,1024,2048,6,0.5563,0.6169,0.5853,521.1,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant4,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,768,1024,2048,9,0.5336,0.6004,0.5746,678.5,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
