run_id,model,text_cfg,audio_cfg,video_cfg,d_model,num_experts,tfe_dim,afe_dim,vfe_dim,best_epoch,best_dev_f1,test_acc,test_f1,elapsed_sec,text_backbone,audio_backbone,video_backbone,text_cfg_only,audio_cfg_only,video_cfg_only,text_backbone_label,audio_backbone_label,video_backbone_label,model_label
variant4_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant4,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,768,1024,2048,4,0.5311,0.618,0.5772,261.7,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant4,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,768,1024,2048,6,0.538,0.5854,0.5678,283.0,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant4,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,768,1024,2048,5,0.554,0.6042,0.5705,281.5,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant4,TFE-A_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,768,1024,2048,5,0.5575,0.5774,0.5697,266.2,TFE-A,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant4,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,768,1024,2048,10,0.49,0.5402,0.4988,645.5,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant4,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,768,1024,2048,12,0.4859,0.5307,0.4946,770.8,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant4,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,768,1024,2048,7,0.5018,0.5444,0.5189,311.9,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant4,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,768,1024,2048,9,0.4968,0.5149,0.4976,336.5,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant4,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,768,1024,2048,4,0.496,0.5548,0.5217,256.0,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-A_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant4,TFE-A_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,768,1024,2048,7,0.4894,0.5272,0.5173,294.0,TFE-A,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Base,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant4,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,10,0.5442,0.5969,0.5738,716.4,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant4,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,9,0.5378,0.5943,0.562,703.1,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant4,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,16,0.5191,0.5732,0.5392,552.6,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant4,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,11,0.5205,0.5728,0.5297,394.3,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant4,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,12,0.527,0.5506,0.5445,441.0,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant4,TFE-B_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,10,0.548,0.5843,0.5661,369.7,TFE-B,AFE-B,VFE-A,cfg1,cfg1,cfg1,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant4,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,1024,1024,2048,15,0.4622,0.5042,0.4704,869.3,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant4,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,1024,1024,2048,11,0.4824,0.5004,0.4805,792.0,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant4,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,1024,1024,2048,5,0.4943,0.5686,0.5121,276.4,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant4,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,1024,1024,2048,6,0.5097,0.5295,0.5092,281.5,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant4,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,1024,1024,2048,5,0.4952,0.546,0.512,291.7,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-B_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant4,TFE-B_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,1024,1024,2048,10,0.4965,0.5284,0.5149,389.8,TFE-B,AFE-B,VFE-A,cfg3,cfg3,cfg3,RoBERTa-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,12,0.4582,0.5061,0.4793,813.4,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,7,0.4509,0.4969,0.4603,547.1,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,7,0.4471,0.4977,0.474,330.9,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,6,0.4536,0.5149,0.4747,297.3,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,14,0.4552,0.5034,0.4645,495.7,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,25,0.4527,0.4824,0.4521,609.1,TFE-C,AFE-B,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d1024_e16,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,1024,16,1024,1024,1792,11,0.4589,0.5123,0.4853,785.5,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d1024_e8,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,1024,8,1024,1024,1792,16,0.4577,0.4908,0.4577,919.2,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d256_e16,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,256,16,1024,1024,1792,4,0.4576,0.5084,0.4629,273.1,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d256_e8,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,256,8,1024,1024,1792,9,0.449,0.4544,0.4449,351.4,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d512_e16,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,512,16,1024,1024,1792,19,0.4502,0.4609,0.4411,697.8,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Context Conditioned
variant4_TFE-C_cfg1_AFE-B_cfg1_VFE-B_cfg1_d512_e8,variant4,TFE-C_cfg1,AFE-B_cfg1,VFE-B_cfg1,512,8,1024,1024,1792,10,0.4541,0.4943,0.4595,362.4,TFE-C,AFE-B,VFE-B,cfg1,cfg1,cfg1,DeBERTa-v3,WavLM-Large,VFE-B-1792,Context Conditioned
variant4_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d1024_e16,variant4,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,16,0.3178,0.387,0.3339,950.5,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d1024_e8,variant4,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,23,0.3016,0.3406,0.3141,1049.1,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d256_e16,variant4,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,13,0.3414,0.3866,0.3528,433.2,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d256_e8,variant4,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,17,0.3359,0.387,0.3601,478.7,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d512_e16,variant4,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,16,0.3536,0.3985,0.368,468.6,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Context Conditioned
variant4_TFE-C_cfg1_AFE-C_cfg1_VFE-A_cfg1_d512_e8,variant4,TFE-C_cfg1,AFE-C_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,20,0.3596,0.3559,0.3283,577.6,TFE-C,AFE-C,VFE-A,cfg1,cfg1,cfg1,DeBERTa-v3,AFE-C-1024,ResNet50,Context Conditioned
variant4_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e16,variant4,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,16,1024,1024,2048,6,0.4507,0.523,0.4842,595.1,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d1024_e8,variant4,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,1024,8,1024,1024,2048,12,0.4483,0.4996,0.4644,736.8,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e16,variant4,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,16,1024,1024,2048,6,0.4686,0.5345,0.4919,319.3,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d256_e8,variant4,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,256,8,1024,1024,2048,8,0.4573,0.5364,0.4875,322.8,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e16,variant4,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,16,1024,1024,2048,14,0.458,0.5004,0.4701,492.4,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg3_AFE-B_cfg3_VFE-A_cfg3_d512_e8,variant4,TFE-C_cfg3,AFE-B_cfg3,VFE-A_cfg3,512,8,1024,1024,2048,8,0.4703,0.5111,0.4858,333.7,TFE-C,AFE-B,VFE-A,cfg3,cfg3,cfg3,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant4,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,9,0.4517,0.5038,0.4676,691.6,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant4,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,6,0.4586,0.4989,0.4722,502.2,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant4,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,11,0.4759,0.4801,0.4637,391.2,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant4,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,6,0.4683,0.5111,0.4808,277.2,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant4,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,7,0.4712,0.5314,0.4934,322.2,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-C_cfg4_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant4,TFE-C_cfg4,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,12,0.4937,0.5123,0.4842,406.2,TFE-C,AFE-B,VFE-A,cfg4,cfg1,cfg1,DeBERTa-v3,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant4,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,8,0.5651,0.6241,0.6031,670.9,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant4,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,15,0.5542,0.6065,0.5895,885.7,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant4,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,14,0.5725,0.6057,0.5901,539.5,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant4,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,7,0.5726,0.6207,0.5966,331.7,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant4,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,10,0.5646,0.6084,0.5944,417.0,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-D_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant4,TFE-D_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,8,0.5772,0.6226,0.6032,364.4,TFE-D,AFE-B,VFE-A,cfg1,cfg1,cfg1,BERT-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e16,variant4,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,16,1024,1024,2048,21,0.4968,0.518,0.5045,1126.8,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d1024_e8,variant4,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,1024,8,1024,1024,2048,25,0.4822,0.5146,0.4981,984.0,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e16,variant4,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,16,1024,1024,2048,7,0.5233,0.5828,0.5478,321.1,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d256_e8,variant4,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,256,8,1024,1024,2048,7,0.5292,0.5667,0.5485,308.7,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e16,variant4,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,16,1024,1024,2048,5,0.5351,0.61,0.563,278.2,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Context Conditioned
variant4_TFE-E_cfg1_AFE-B_cfg1_VFE-A_cfg1_d512_e8,variant4,TFE-E_cfg1,AFE-B_cfg1,VFE-A_cfg1,512,8,1024,1024,2048,6,0.5364,0.5943,0.5631,293.2,TFE-E,AFE-B,VFE-A,cfg1,cfg1,cfg1,Electra-Large,WavLM-Large,ResNet50,Context Conditioned
